#
615.582092,935.726379
704.895813,919.053955
613.802002,836.261169
704.408325,823.555481
25.291655,843.686890
147.585983,840.604065
183.791275,839.461487
302.715363,833.151855
337.701569,830.749268
449.919342,822.172852
482.177032,819.297974
584.520630,808.613831
613.392944,805.511475
704.330750,794.186340
17.478117,718.119080
140.764526,717.878113
177.552505,717.475952
298.110077,714.769104
333.499481,713.646179
446.997528,709.439087
479.531036,707.898621
582.878479,702.182739
612.117737,700.321106
703.738403,693.689941
15.960647,679.587219
139.571793,680.162598
176.483551,680.075012
297.340546,678.392395
332.636627,677.847717
446.425354,674.731323
478.908051,673.718323
582.475647,669.456909
611.774902,668.184326
703.476135,663.226501
15.224147,550.213135
138.679428,553.428040
175.535431,554.206116
296.262878,556.596558
331.667114,557.218628
445.366150,558.793335
477.896545,559.172241
581.375732,560.055359
610.708435,560.238525
702.458618,560.528320
16.244875,511.616486
139.232208,515.635620
176.115570,516.645813
296.499847,520.216309
331.913239,521.262207
445.308990,524.229797
477.799500,524.882202
581.141174,527.326721
610.506958,527.989014
702.052368,529.844238
22.765585,383.914185
144.408752,390.398468
180.609406,392.485687
299.558716,399.564453
334.465698,401.869110
446.601959,409.384827
478.752533,411.586975
580.809753,418.916779
609.764404,421.124847
700.612915,428.018066
25.828470,346.519379
146.815628,353.565308
182.791718,355.888336
301.182556,364.190918
335.791840,366.716766
447.413361,375.530884
479.383362,378.288605
580.879150,386.998260
609.780029,389.583557
700.330566,397.985107
39.005123,225.595551
157.286606,234.910599
192.428101,237.973297
307.966553,249.481598
341.817932,253.092896
450.800934,265.895172
482.101349,269.830292
581.682800,282.929291
609.994690,286.849731
699.060181,299.781006
43.676846,190.961288
160.857162,200.771149
195.889633,204.228226
310.355591,216.514908
344.016083,220.488373
452.126740,234.310181
483.294830,238.644989
582.058472,252.860062
610.303955,257.281921
698.565918,271.441956
61.770531,80.432510
175.367599,92.459190
208.987671,96.388908
319.675171,111.486870
352.219940,116.199776
456.835846,133.136322
487.021484,138.364258
583.289612,156.225143
610.548157,161.532501
697.151978,179.420502
#
77.593338,933.848694
169.534760,931.701416
198.515701,930.622070
299.676270,925.000061
331.163849,922.652283
439.219727,913.161804
472.435730,909.769653
584.521545,897.171143
618.374695,892.855957
730.541382,876.533447
763.911499,871.180115
872.602844,851.775085
36.800163,854.414795
131.617752,850.913574
161.684265,849.402527
267.339844,842.449829
300.448486,839.629883
414.475006,829.015442
449.613678,825.372009
568.940857,811.727600
604.699646,807.071533
724.428162,790.116760
759.641052,784.508484
875.053589,764.814453
150.290237,822.887512
257.155853,815.384277
290.698029,812.533630
406.628754,801.339417
442.478424,797.627808
563.801575,783.512085
600.434937,778.849365
722.222656,761.720520
758.275757,756.164368
875.549194,736.539368
111.434776,726.570740
222.503342,716.854736
257.562225,713.450623
379.481476,700.541138
417.275635,696.346069
546.059448,680.916138
584.872925,676.019836
714.503357,658.458008
752.785889,652.905640
877.128357,633.711121
99.699142,695.306274
211.856079,684.547180
247.515518,680.980469
370.963898,667.494629
409.436188,662.883911
540.355530,647.339539
580.048584,642.235901
711.825806,624.686096
750.888489,619.121338
877.334229,600.297241
60.775429,583.335510
177.056580,569.143738
213.615448,564.432251
342.849823,548.105164
383.261261,543.176208
521.264221,525.700195
563.013550,520.498474
702.543030,502.696625
743.757751,497.466766
877.128845,480.162842
49.570923,547.672852
166.341309,532.140991
203.755386,527.215576
334.411224,509.983368
375.417236,504.539398
515.413330,486.673004
557.942261,481.300995
699.485962,463.605499
741.320374,458.413635
876.661133,441.679535
13.046201,421.711334
133.032822,401.373169
171.334091,395.030945
306.827667,373.810028
349.688843,367.759369
495.856812,347.867615
540.442993,342.324219
688.666199,324.834015
732.528870,320.088684
873.867004,306.023834
162.125702,353.490662
299.069855,331.347870
342.385254,324.800720
490.362732,304.210571
535.142700,298.431213
685.439026,281.192169
729.650757,276.629883
872.558044,263.607330
134.304886,209.494934
275.193329,183.265167
319.270477,175.605835
471.813843,153.024567
518.441101,147.219391
673.347534,130.774246
719.276550,126.898415
866.936340,117.266418
#
396.620819,909.578125
433.517242,921.221313
548.124817,953.353943
333.442993,741.863953
468.191040,795.130859
505.213043,808.965576
618.781433,849.371460
356.487762,702.360352
490.866058,758.501160
528.168274,773.279907
640.948914,816.459595
671.476807,827.564880
763.700684,860.371277
788.572632,868.755005
863.569031,893.658081
883.700378,900.295288
944.985901,919.435120
961.580933,924.450562
1011.822632,939.513245
439.613861,562.751892
572.118958,629.989868
608.260620,648.039673
717.540161,701.577759
746.944763,715.613953
834.572327,756.930176
858.189636,767.812012
928.632690,800.204102
947.527832,808.747986
1004.475342,834.258118
1019.914551,841.079956
1066.502808,861.402588
466.537292,519.437317
597.520081,590.181274
633.342224,609.265442
741.062195,665.832336
769.993774,681.098206
856.211975,725.000061
879.297546,736.874268
948.260254,771.385315
966.576538,780.519226
1022.360107,808.094543
1037.373901,815.352661
1082.664795,837.539917
558.651306,372.804474
683.737854,454.667725
717.657776,476.973724
819.522705,544.484741
846.580505,562.504944
927.117554,616.023132
948.555176,630.456787
1012.410522,673.252747
1029.387573,684.634033
1080.549316,719.014832
1094.363281,728.382996
1136.003906,756.364990
586.678284,329.110107
709.592163,414.271545
742.864319,437.534485
842.691833,507.838654
869.352661,526.815979
947.804260,583.098633
968.798584,598.398193
1031.044922,643.518738
1047.629395,655.565247
1097.398804,692.082764
1111.196289,702.205566
1151.435303,731.723511
680.211670,187.409683
794.938904,281.404144
825.663940,307.395660
918.017090,386.578186
942.302063,408.191437
1014.680237,473.240723
1033.850952,490.787109
1091.266113,543.812927
1106.391479,558.164673
1152.135010,601.469116
1164.335938,613.264893
1201.388672,648.905945
#
152.647964,901.665283
291.950897,919.892273
334.603424,924.605713
476.769684,936.631165
518.853943,939.326782
656.384827,944.676392
695.885742,945.385986
822.340515,944.688416
162.919724,761.270935
302.266113,779.607849
344.917267,784.482971
487.305328,798.522522
529.377930,802.032349
666.716309,810.811646
706.534973,812.795532
832.471741,817.014832
167.228683,718.580200
306.302887,736.653992
348.669128,741.716187
490.631592,756.410522
532.881287,760.052856
669.878418,769.964294
709.554565,772.264343
835.206482,778.007141
184.578430,576.890686
321.649750,594.607483
363.573639,599.890564
503.705261,615.848999
545.144958,620.343445
680.234070,633.762878
719.300598,637.382080
843.208435,647.970642
23.925344,512.331055
150.708740,530.095032
190.575027,535.180481
327.077881,552.630005
368.662598,557.924500
507.752319,574.418823
548.972595,579.058167
683.209106,593.478210
722.019409,597.419861
845.094604,609.469849
50.455654,379.647461
174.697372,394.827087
213.555832,399.641052
346.389221,416.515381
386.915955,421.862183
522.301880,439.485260
562.340698,444.827362
692.627991,462.164886
730.395325,467.371521
850.343933,483.685089
59.092964,341.575439
182.443405,356.080536
220.960968,360.716461
352.653534,377.389465
392.957062,382.607391
526.808716,400.588379
566.433044,406.076416
695.464966,424.303741
732.745178,429.632690
851.599182,447.355988
89.947220,220.585693
209.964844,232.834381
247.244461,237.130463
374.402771,253.212891
413.050903,258.415344
541.857056,277.226685
579.865051,283.028320
703.956055,303.489990
740.010193,309.662842
854.872620,330.511658
99.869820,186.492294
218.545517,198.297714
255.417542,202.481873
381.000549,218.263702
419.367645,223.626999
546.279175,242.435272
583.793091,248.501923
706.402222,269.328552
741.952271,275.641357
855.499207,297.406830
132.894562,79.564590
247.646423,90.483627
282.928741,94.323112
403.140350,109.811981
439.594757,114.853691
560.688171,134.177719
596.498413,140.361343
713.600952,162.450699
747.506714,169.284485
856.495789,192.815842
#
378.651245,710.088196
446.420593,715.151306
466.678467,716.511536
534.628296,720.653564
554.854736,721.848572
621.879333,725.204041
641.709656,726.130920
707.345093,728.772461
726.543823,729.579590
789.806091,731.499146
808.278198,731.924683
868.737854,733.086609
382.052948,642.545349
450.213257,647.762878
470.625275,649.372742
538.972595,653.884644
559.280396,655.233398
626.564636,659.257629
646.581787,660.352417
712.458923,663.720764
731.735596,664.680237
795.253540,667.526672
813.736816,668.300720
874.386536,670.411377
383.281464,622.206726
451.488831,627.405579
471.853424,628.954041
540.233337,633.683105
560.580139,635.026306
628.029724,639.182617
648.003784,640.330322
713.930847,644.078552
733.386719,645.123962
796.721924,648.207031
815.436890,649.034058
875.916077,651.455200
387.634369,553.518677
455.869385,558.832153
476.521149,560.463806
544.912048,565.516357
565.390503,567.059204
632.765991,571.791992
652.917969,573.357605
718.822571,577.657837
738.328735,578.944519
801.817627,582.942993
820.493042,584.178650
881.032410,587.654968
389.173279,532.809509
457.442200,538.302551
477.921722,539.870300
546.378052,545.136169
566.743713,546.623962
634.367798,551.529236
654.392944,553.047485
720.374817,557.654602
739.666931,559.116272
803.307983,563.383118
821.823120,564.614868
882.484802,568.533691
394.562561,464.023956
462.729584,469.542297
483.281769,471.246185
551.526306,476.759705
571.816711,478.516388
639.293945,483.944977
659.289673,485.600494
725.119751,491.039307
744.423523,492.646088
807.758484,497.942291
826.411926,499.470184
886.809937,504.506622
396.451263,443.590149
464.407257,449.209808
484.849670,450.749023
553.109497,456.457123
573.442749,458.182098
640.669556,463.799774
660.711609,465.559906
726.457642,471.303314
745.686096,472.983917
809.071472,478.492432
827.630066,480.091888
888.042053,485.403290
402.588776,375.491333
470.368469,381.097351
490.684601,382.792023
558.572388,388.759399
578.679626,390.645813
645.695251,396.866058
665.585632,398.751434
731.010620,405.226227
750.226318,407.160034
813.241760,413.598755
831.521118,415.540619
891.575317,421.804230
404.561890,355.353729
472.257477,360.922729
492.516693,362.606323
560.258057,368.601624
580.439941,370.575104
647.303833,376.967377
